Fitness,Equations
30.9125,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 -1 m8 m8]"
30.9125,"[(a3 - 1)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 -1 m8 m8]"
30.7875,"[(a3 - 1)*(b1 + b4) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 2*m1 m8 m8]"
26.7375,"[(a3 - 1)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 m1 + m2 m8 m8]"
26.3125,"[(a3 - 1)*(b1 + b4) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 m1 + m8 m8 m8]"
25.25,"[(a3 - 1)*(b1 + b4) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 m8 m8 m8]"
24.1125,"[(a3 - 1)*(b4 - 1) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (b1 - b2)**2 a1*b2 - b4 m8
 m1 + m8 m8 m8]"
24.0375,"[(a3 - 1)*(b1 + b4) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 4*a1*a4*(b1 - b3 + b4) -(a4 - b4)*(b3 - b4) (b1 - 1)*(b1 - b2) a1*b2 - b4
 m8 m1 + m8 m1 m1]"
24.0,"[(a3 - 1)*(b1 + b4) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) b3*(a4 - b4) (a2 + b1)*(b1 - b2) a1*b2 - b4 m8
 m8 m1 m8]"
24.0,"[(a3 - 1)*(b1 + b4) -b3*(a1 - b3)*(a3 - 1) -(a2 + b3)*(b3**2 + 1)
 2*a2*(-a1 + a2) 2*a4*(a1*(a3 + b1) + b4) a3*(a4 - b4) (a2 + b1)*(b1 - b2)
 a1*b2 - b4 m8 m8 m1 m8]"
24.0,"[(a3 - 1)*(b1 + b4) -b3*(a1 - b3)*(a3 - 1) -(a2 + b3)*(b3**2 + 1)
 2*a2*(-a1 + a2) 2*a4*(a1*(a3 + b1) + b4) a3*(a4 + b3**2*b4)
 (a2 + b1)*(b1 - b2) a1*b2 - b4 m8 m8 m1 m8]"
