Fitness,Equations
34.7,"[-(a3 - b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(a1 - a3)
 -(a1 + b1*b4)*(b2 - b4) (a2 + b3)*(b1 + b2) (a3 - b1)*(b3 - b4) 0 m1 m1
 m2 m3]"
32.7125,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(a1 - a3)
 -(a1 + b1*b4)*(b2 - b4) b2*(a2 + b3) (-a3 + b1)*(-b3 + b4)
 -(a1 + b1)*(a3 - b2) m3 m3 m1 m3]"
29.625,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(a1 - a3)
 -(a1 + b1*b4)*(b2 - b4) b2*(a2 + b3) (-a3 + b1)*(-b3 + b4)
 -(a1 + b1)*(a3 - b2) m3 m6 m2 m3]"
29.275,"[0 (b2 + b4)*(a2 + b3 - b4) (b1 + b3)*(b2 - 1) a3*(a1 - a3)
 a1*(b2**2 + b4)*(b4 + 1) (a2 + b3)*(b1 + b2) (-a3 + b1)*(-b3 + b4)
 b2*(a1 + b1) m2 m2 m2 m3]"
28.425,"[b4*(b1 + b2) (b2 + b4)*(a2 + b3 - b4) (b1 + b2)*(b1 + b3) a3*(a1 - a3)
 a1*(b2**2 + b4)*(b4 + 1) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m2 m1 m7 m1]"
27.775,"[b4*(b1 + b2) (b2 + b4)*(a2 + b3 - b4) (b1 + b2)*(b1 + b3) a3*(a1 - a3)
 a1*(b2**2 + b4)*(b4 + 1) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m2
 m7 + m8]"
27.2,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b2)*(b1 + b3) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m7 m1]"
27.2,"[b4*(b1 + b2) b3*(b1 + b4) (b1 + b2)*(b1 + b3) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m7 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) -(a3 - b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + 2*b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m1 m1 + m8]"
23.85,"[b4*(b1 + b2) -b2 - b4 (b1 + b3)*(a1 + b1 + b2) b1*(-a1 + a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 -a3*(a3*(b2 + b4)**2 - b4) (a2 + b3)*(b1 + b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + 2*b2) 2*a3*b2*(-a3 + b1) 0 m1 m1 m1
 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) (b1 + b3)*(a1 + b1 + b2) a3*(a1 - a3)
 b3*(-a3*b2**2 + b4) (a2 + b3)*(b1 + 2*b2) a3*(a3 - b1)
 a3*(b1 + 1)*(b2 + b4) m1 m1 m1 m1]"
23.85,"[b4*(b1 + b2) b3*(b2 + b4) b2*(b1 + b3) a3*(a1 - a3) b3*(-a3*b2**2 + b4)
 (a2 + b3)*(b1 + 2*b2) a3*(a3 - b1) 0 m1 m1 m1 m1]"
